Length Units,meter,,,,,,,
length Units,X(m),Y(m),Z(m),VX(m/s),VY(m/s),VZ(m/s),(1) 속도 크기 - m/s,
4486 ,393 ,-301 ,0 ,-1 ,7 ,0 ,7 ,
4487 ,414 ,-301 ,0 ,-1 ,7 ,0 ,7 ,
4488 ,434 ,-301 ,0 ,-1 ,7 ,0 ,7 ,
4489 ,454 ,-301 ,0 ,-1 ,7 ,0 ,7 ,
4490 ,474 ,-301 ,0 ,-1 ,7 ,0 ,7 ,
4491 ,495 ,-301 ,0 ,-1 ,8 ,0 ,8 ,
4492 ,515 ,-301 ,0 ,-1 ,8 ,0 ,8 ,
4493 ,535 ,-301 ,0 ,-1 ,8 ,0 ,8 ,
4494 ,555 ,-301 ,0 ,-1 ,9 ,0 ,9 ,
4495 ,575 ,-301 ,0 ,-1 ,9 ,0 ,9 ,
4496 ,596 ,-301 ,0 ,-1 ,9 ,0 ,9 ,
4497 ,616 ,-301 ,0 ,0 ,9 ,0 ,9 ,
4498 ,636 ,-301 ,0 ,0 ,9 ,0 ,9 ,
4499 ,656 ,-301 ,0 ,0 ,9 ,0 ,9 ,
4500 ,677 ,-301 ,0 ,0 ,9 ,0 ,9 ,
4501 ,697 ,-301 ,0 ,0 ,8 ,0 ,8 ,
4502 ,717 ,-301 ,0 ,0 ,8 ,0 ,8 ,
4503 ,737 ,-301 ,0 ,0 ,8 ,0 ,8 ,
4504 ,758 ,-301 ,0 ,0 ,7 ,0 ,7 ,
4505 ,778 ,-301 ,0 ,0 ,6 ,0 ,6 ,
4506 ,798 ,-301 ,0 ,0 ,7 ,0 ,7 ,
4507 ,818 ,-301 ,0 ,0 ,7 ,0 ,7 ,
4508 ,839 ,-301 ,0 ,0 ,7 ,0 ,7 ,
4509 ,859 ,-301 ,0 ,1 ,7 ,-1 ,7 ,
4510 ,879 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4511 ,899 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4512 ,920 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4513 ,940 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4514 ,960 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4515 ,980 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4516 ,1001 ,-301 ,0 ,1 ,8 ,0 ,8 ,
4517 ,1021 ,-301 ,0 ,1 ,8 ,0 ,8 ,
4518 ,1041 ,-301 ,0 ,1 ,8 ,0 ,8 ,
4519 ,1061 ,-301 ,0 ,1 ,8 ,0 ,8 ,
4520 ,1081 ,-301 ,0 ,1 ,8 ,0 ,8 ,
4521 ,1102 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4522 ,1122 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4523 ,1142 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4524 ,1162 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4525 ,1183 ,-301 ,0 ,1 ,7 ,0 ,8 ,
4526 ,1203 ,-301 ,0 ,1 ,7 ,0 ,8 ,
4527 ,1223 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4528 ,1243 ,-301 ,0 ,1 ,7 ,0 ,7 ,
4529 ,1264 ,-301 ,0 ,1 ,8 ,1 ,8 ,
4530 ,1284 ,-301 ,0 ,1 ,9 ,2 ,9 ,
4531 ,1304 ,-301 ,0 ,0 ,10 ,1 ,10 ,
4532 ,1324 ,-301 ,0 ,0 ,11 ,0 ,11 ,
4533 ,1345 ,-301 ,0 ,0 ,12 ,1 ,12 ,
4534 ,1365 ,-301 ,0 ,0 ,13 ,1 ,13 ,
4535 ,1385 ,-301 ,0 ,0 ,13 ,1 ,13 ,
4536 ,1405 ,-301 ,0 ,0 ,13 ,1 ,13 ,
4537 ,-214 ,-281 ,0 ,0 ,14 ,1 ,14 ,
4538 ,-194 ,-281 ,0 ,0 ,14 ,1 ,15 ,
4539 ,-173 ,-281 ,0 ,0 ,14 ,1 ,14 ,
4540 ,-153 ,-281 ,0 ,0 ,14 ,1 ,14 ,
4541 ,-133 ,-281 ,0 ,-1 ,14 ,1 ,14 ,
4542 ,-113 ,-281 ,0 ,-1 ,13 ,1 ,13 ,
4543 ,-92 ,-281 ,0 ,-1 ,12 ,1 ,12 ,
4544 ,-72 ,-281 ,0 ,-1 ,12 ,1 ,12 ,
4545 ,-52 ,-281 ,0 ,-1 ,10 ,1 ,11 ,
4546 ,-32 ,-281 ,0 ,-1 ,9 ,1 ,9 ,
4547 ,-11 ,-281 ,0 ,-1 ,7 ,1 ,8 ,
4548 ,9 ,-281 ,0 ,-1 ,6 ,0 ,7 ,
4549 ,29 ,-281 ,0 ,-1 ,6 ,0 ,6 ,
4550 ,49 ,-281 ,0 ,-1 ,6 ,0 ,6 ,
4551 ,70 ,-281 ,0 ,-1 ,6 ,0 ,6 ,
4552 ,90 ,-281 ,0 ,-1 ,6 ,0 ,6 ,
4553 ,110 ,-281 ,0 ,-1 ,6 ,0 ,6 ,
4554 ,130 ,-281 ,0 ,-1 ,6 ,0 ,6 ,
4555 ,150 ,-281 ,0 ,-1 ,6 ,0 ,7 ,
4556 ,171 ,-281 ,0 ,-1 ,7 ,0 ,7 ,
4557 ,191 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4558 ,211 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4559 ,231 ,-281 ,0 ,0 ,8 ,0 ,8 ,
4560 ,252 ,-281 ,0 ,0 ,8 ,0 ,8 ,
4561 ,272 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4562 ,292 ,-281 ,0 ,0 ,8 ,0 ,8 ,
4563 ,312 ,-281 ,0 ,0 ,8 ,0 ,8 ,
4564 ,333 ,-281 ,0 ,0 ,8 ,0 ,8 ,
4565 ,353 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4566 ,373 ,-281 ,0 ,0 ,7 ,0 ,7 ,
4567 ,393 ,-281 ,0 ,-1 ,7 ,0 ,7 ,
4568 ,414 ,-281 ,0 ,-1 ,7 ,0 ,7 ,
4569 ,434 ,-281 ,0 ,-1 ,7 ,0 ,7 ,
4570 ,454 ,-281 ,0 ,-1 ,7 ,0 ,7 ,
4571 ,474 ,-281 ,0 ,-1 ,7 ,0 ,7 ,
4572 ,495 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4573 ,515 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4574 ,535 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4575 ,555 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4576 ,575 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4577 ,596 ,-281 ,0 ,-1 ,8 ,0 ,8 ,
4578 ,616 ,-281 ,0 ,0 ,8 ,-1 ,8 ,
4579 ,636 ,-281 ,0 ,0 ,9 ,0 ,9 ,
4580 ,656 ,-281 ,0 ,0 ,9 ,0 ,9 ,
4581 ,677 ,-281 ,0 ,0 ,9 ,0 ,9 ,
4582 ,697 ,-281 ,0 ,0 ,8 ,0 ,8 ,
4583 ,717 ,-281 ,0 ,0 ,8 ,0 ,8 ,
4584 ,737 ,-281 ,0 ,0 ,8 ,0 ,8 ,
4585 ,758 ,-281 ,0 ,0 ,7 ,0 ,7 ,
4586 ,778 ,-281 ,0 ,0 ,7 ,0 ,7 ,
4587 ,798 ,-281 ,0 ,0 ,7 ,0 ,7 ,
4588 ,818 ,-281 ,0 ,0 ,7 ,0 ,7 ,
4589 ,839 ,-281 ,0 ,0 ,7 ,0 ,7 ,
4590 ,859 ,-281 ,0 ,0 ,7 ,0 ,7 ,
4591 ,879 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4592 ,899 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4593 ,920 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4594 ,940 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4595 ,960 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4596 ,980 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4597 ,1001 ,-281 ,0 ,1 ,8 ,0 ,8 ,
4598 ,1021 ,-281 ,0 ,1 ,8 ,0 ,8 ,
4599 ,1041 ,-281 ,0 ,1 ,8 ,0 ,8 ,
4600 ,1061 ,-281 ,0 ,1 ,8 ,0 ,8 ,
4601 ,1081 ,-281 ,0 ,1 ,8 ,0 ,8 ,
4602 ,1102 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4603 ,1122 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4604 ,1142 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4605 ,1162 ,-281 ,0 ,1 ,7 ,0 ,8 ,
4606 ,1183 ,-281 ,0 ,1 ,8 ,0 ,8 ,
4607 ,1203 ,-281 ,0 ,1 ,8 ,0 ,8 ,
4608 ,1223 ,-281 ,0 ,1 ,7 ,0 ,7 ,
4609 ,1243 ,-281 ,0 ,1 ,7 ,0 ,8 ,
4610 ,1264 ,-281 ,0 ,1 ,8 ,1 ,8 ,
4611 ,1284 ,-281 ,0 ,1 ,9 ,2 ,9 ,
4612 ,1304 ,-281 ,0 ,0 ,10 ,1 ,10 ,
4613 ,1324 ,-281 ,0 ,0 ,11 ,1 ,11 ,
4614 ,1345 ,-281 ,0 ,0 ,12 ,1 ,12 ,
4615 ,1365 ,-281 ,0 ,0 ,13 ,1 ,13 ,
4616 ,1385 ,-281 ,0 ,0 ,13 ,1 ,13 ,
4617 ,1405 ,-281 ,0 ,0 ,13 ,1 ,13 ,
4618 ,-214 ,-261 ,0 ,0 ,14 ,1 ,14 ,
4619 ,-194 ,-261 ,0 ,0 ,14 ,1 ,14 ,
4620 ,-173 ,-261 ,0 ,0 ,14 ,1 ,14 ,
4621 ,-153 ,-261 ,0 ,0 ,14 ,1 ,14 ,
4622 ,-133 ,-261 ,0 ,-1 ,14 ,1 ,14 ,
4623 ,-113 ,-261 ,0 ,-1 ,13 ,1 ,13 ,
4624 ,-92 ,-261 ,0 ,-1 ,12 ,1 ,12 ,
4625 ,-72 ,-261 ,0 ,-1 ,12 ,1 ,12 ,
4626 ,-52 ,-261 ,0 ,-1 ,11 ,1 ,11 ,
4627 ,-32 ,-261 ,0 ,-1 ,9 ,1 ,9 ,
4628 ,-11 ,-261 ,0 ,-1 ,7 ,1 ,8 ,
4629 ,9 ,-261 ,0 ,-1 ,6 ,0 ,6 ,
4630 ,29 ,-261 ,0 ,-1 ,6 ,0 ,6 ,
4631 ,49 ,-261 ,0 ,-1 ,6 ,0 ,6 ,
4632 ,70 ,-261 ,0 ,-1 ,6 ,0 ,6 ,
4633 ,90 ,-261 ,0 ,-1 ,6 ,0 ,6 ,
4634 ,110 ,-261 ,0 ,-1 ,6 ,0 ,6 ,
4635 ,130 ,-261 ,0 ,-1 ,6 ,0 ,6 ,
4636 ,150 ,-261 ,0 ,-1 ,6 ,0 ,7 ,
4637 ,171 ,-261 ,0 ,-1 ,7 ,0 ,7 ,
4638 ,191 ,-261 ,0 ,-1 ,8 ,0 ,8 ,
4639 ,211 ,-261 ,0 ,-1 ,8 ,0 ,8 ,
4640 ,231 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4641 ,252 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4642 ,272 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4643 ,292 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4644 ,312 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4645 ,333 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4646 ,353 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4647 ,373 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4648 ,393 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4649 ,414 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4650 ,434 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4651 ,454 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4652 ,474 ,-261 ,0 ,-1 ,7 ,0 ,7 ,
4653 ,495 ,-261 ,0 ,-1 ,8 ,0 ,8 ,
4654 ,515 ,-261 ,0 ,-1 ,8 ,0 ,8 ,
4655 ,535 ,-261 ,0 ,-1 ,8 ,0 ,8 ,
4656 ,555 ,-261 ,0 ,-1 ,8 ,0 ,8 ,
4657 ,575 ,-261 ,0 ,-1 ,8 ,0 ,8 ,
4658 ,596 ,-261 ,0 ,-1 ,8 ,0 ,8 ,
4659 ,616 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4660 ,636 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4661 ,656 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4662 ,677 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4663 ,697 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4664 ,717 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4665 ,737 ,-261 ,0 ,0 ,8 ,0 ,8 ,
4666 ,758 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4667 ,778 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4668 ,798 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4669 ,818 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4670 ,839 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4671 ,859 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4672 ,879 ,-261 ,0 ,0 ,7 ,0 ,7 ,
4673 ,899 ,-261 ,0 ,1 ,7 ,0 ,7 ,
4674 ,920 ,-261 ,0 ,1 ,7 ,0 ,7 ,
4675 ,940 ,-261 ,0 ,1 ,7 ,0 ,7 ,
4676 ,960 ,-261 ,0 ,1 ,7 ,0 ,7 ,
4677 ,980 ,-261 ,0 ,1 ,7 ,0 ,7 ,
4678 ,1001 ,-261 ,0 ,1 ,8 ,0 ,8 ,
4679 ,1021 ,-261 ,0 ,1 ,8 ,0 ,8 ,
4680 ,1041 ,-261 ,0 ,1 ,8 ,0 ,8 ,
4681 ,1061 ,-261 ,0 ,1 ,8 ,0 ,8 ,
4682 ,1081 ,-261 ,0 ,1 ,8 ,0 ,8 ,
4683 ,1102 ,-261 ,0 ,1 ,7 ,0 ,8 ,
4684 ,1122 ,-261 ,0 ,1 ,7 ,0 ,7 ,
4685 ,1142 ,-261 ,0 ,1 ,7 ,0 ,8 ,
4686 ,1162 ,-261 ,0 ,1 ,8 ,0 ,8 ,
4687 ,1183 ,-261 ,0 ,1 ,8 ,0 ,8 ,
4688 ,1203 ,-261 ,0 ,1 ,8 ,0 ,8 ,
4689 ,1223 ,-261 ,0 ,1 ,7 ,0 ,8 ,
4690 ,1243 ,-261 ,0 ,2 ,7 ,1 ,8 ,
4691 ,1264 ,-261 ,0 ,1 ,8 ,1 ,8 ,
4692 ,1284 ,-261 ,0 ,0 ,9 ,2 ,9 ,
4693 ,1304 ,-261 ,0 ,0 ,10 ,1 ,10 ,
4694 ,1324 ,-261 ,0 ,0 ,11 ,1 ,11 ,
4695 ,1345 ,-261 ,0 ,0 ,12 ,1 ,12 ,
4696 ,1365 ,-261 ,0 ,0 ,13 ,1 ,13 ,
4697 ,1385 ,-261 ,0 ,0 ,13 ,1 ,13 ,
4698 ,1405 ,-261 ,0 ,0 ,13 ,1 ,13 ,
4699 ,-214 ,-241 ,0 ,0 ,14 ,1 ,14 ,
4700 ,-194 ,-241 ,0 ,0 ,14 ,1 ,14 ,
4701 ,-173 ,-241 ,0 ,0 ,14 ,1 ,14 ,
4702 ,-153 ,-241 ,0 ,0 ,14 ,1 ,14 ,
4703 ,-133 ,-241 ,0 ,-1 ,14 ,1 ,14 ,
4704 ,-113 ,-241 ,0 ,-1 ,13 ,1 ,13 ,
4705 ,-92 ,-241 ,0 ,-1 ,12 ,1 ,12 ,
4706 ,-72 ,-241 ,0 ,-1 ,12 ,1 ,12 ,
4707 ,-52 ,-241 ,0 ,-1 ,11 ,1 ,11 ,
4708 ,-32 ,-241 ,0 ,-1 ,9 ,1 ,9 ,
4709 ,-11 ,-241 ,0 ,-1 ,8 ,1 ,8 ,
4710 ,9 ,-241 ,0 ,-1 ,6 ,0 ,6 ,
4711 ,29 ,-241 ,0 ,-1 ,6 ,0 ,6 ,
4712 ,49 ,-241 ,0 ,-1 ,6 ,0 ,6 ,
4713 ,70 ,-241 ,0 ,-1 ,6 ,0 ,6 ,
4714 ,90 ,-241 ,0 ,-1 ,6 ,0 ,6 ,
4715 ,110 ,-241 ,0 ,-1 ,6 ,0 ,6 ,
4716 ,130 ,-241 ,0 ,-1 ,6 ,0 ,6 ,
4717 ,150 ,-241 ,0 ,-1 ,6 ,0 ,7 ,
4718 ,171 ,-241 ,0 ,-1 ,7 ,0 ,7 ,
4719 ,191 ,-241 ,0 ,-1 ,7 ,0 ,8 ,
4720 ,211 ,-241 ,0 ,-1 ,8 ,0 ,8 ,
4721 ,231 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4722 ,252 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4723 ,272 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4724 ,292 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4725 ,312 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4726 ,333 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4727 ,353 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4728 ,373 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4729 ,393 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4730 ,414 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4731 ,434 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4732 ,454 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4733 ,474 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4734 ,495 ,-241 ,0 ,-1 ,8 ,0 ,8 ,
4735 ,515 ,-241 ,0 ,-1 ,8 ,0 ,8 ,
4736 ,535 ,-241 ,0 ,-1 ,8 ,0 ,8 ,
4737 ,555 ,-241 ,0 ,-1 ,8 ,0 ,8 ,
4738 ,575 ,-241 ,0 ,-1 ,8 ,0 ,8 ,
4739 ,596 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4740 ,616 ,-241 ,0 ,-1 ,7 ,0 ,7 ,
4741 ,636 ,-241 ,0 ,0 ,8 ,-1 ,8 ,
4742 ,656 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4743 ,677 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4744 ,697 ,-241 ,0 ,0 ,8 ,0 ,8 ,
4745 ,717 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4746 ,737 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4747 ,758 ,-241 ,0 ,1 ,7 ,0 ,7 ,
4748 ,778 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4749 ,798 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4750 ,818 ,-241 ,0 ,0 ,7 ,0 ,7 ,
4751 ,839 ,-241 ,0 ,0 ,6 ,0 ,6 ,
4752 ,859 ,-241 ,0 ,0 ,6 ,0 ,6 ,
4753 ,879 ,-241 ,0 ,0 ,6 ,0 ,6 ,
4754 ,899 ,-241 ,0 ,1 ,7 ,0 ,7 ,
4755 ,920 ,-241 ,0 ,1 ,7 ,0 ,7 ,
4756 ,940 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4757 ,960 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4758 ,980 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4759 ,1001 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4760 ,1021 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4761 ,1041 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4762 ,1061 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4763 ,1081 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4764 ,1102 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4765 ,1122 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4766 ,1142 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4767 ,1162 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4768 ,1183 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4769 ,1203 ,-241 ,0 ,1 ,8 ,0 ,8 ,
4770 ,1223 ,-241 ,0 ,1 ,7 ,0 ,8 ,
4771 ,1243 ,-241 ,0 ,2 ,7 ,1 ,8 ,
4772 ,1264 ,-241 ,0 ,1 ,8 ,1 ,8 ,
4773 ,1284 ,-241 ,0 ,0 ,9 ,2 ,9 ,
4774 ,1304 ,-241 ,0 ,0 ,10 ,1 ,10 ,
4775 ,1324 ,-241 ,0 ,0 ,11 ,1 ,11 ,
4776 ,1345 ,-241 ,0 ,0 ,12 ,1 ,12 ,
4777 ,1365 ,-241 ,0 ,0 ,13 ,1 ,13 ,
4778 ,1385 ,-241 ,0 ,0 ,13 ,1 ,13 ,
4779 ,1405 ,-241 ,0 ,0 ,13 ,1 ,13 ,
4780 ,-214 ,-221 ,0 ,0 ,14 ,1 ,14 ,
4781 ,-194 ,-221 ,0 ,0 ,14 ,1 ,14 ,
4782 ,-173 ,-221 ,0 ,0 ,14 ,1 ,14 ,
4783 ,-153 ,-221 ,0 ,0 ,14 ,1 ,14 ,
4784 ,-133 ,-221 ,0 ,0 ,14 ,1 ,14 ,
4785 ,-113 ,-221 ,0 ,-1 ,13 ,1 ,13 ,
4786 ,-92 ,-221 ,0 ,-1 ,12 ,1 ,12 ,
4787 ,-72 ,-221 ,0 ,-1 ,12 ,1 ,12 ,
4788 ,-52 ,-221 ,0 ,-1 ,11 ,1 ,11 ,
4789 ,-32 ,-221 ,0 ,-1 ,9 ,1 ,9 ,
4790 ,-11 ,-221 ,0 ,-1 ,7 ,1 ,8 ,
4791 ,9 ,-221 ,0 ,-1 ,6 ,0 ,6 ,
4792 ,29 ,-221 ,0 ,-1 ,6 ,0 ,6 ,
4793 ,49 ,-221 ,0 ,-1 ,6 ,0 ,6 ,
4794 ,70 ,-221 ,0 ,-1 ,6 ,0 ,6 ,
4795 ,90 ,-221 ,0 ,-1 ,6 ,0 ,6 ,
4796 ,110 ,-221 ,0 ,-1 ,6 ,0 ,6 ,
4797 ,130 ,-221 ,0 ,-1 ,6 ,0 ,6 ,
4798 ,150 ,-221 ,0 ,-1 ,7 ,0 ,7 ,
4799 ,171 ,-221 ,0 ,-1 ,7 ,0 ,7 ,
4800 ,191 ,-221 ,0 ,-1 ,7 ,0 ,7 ,
4801 ,211 ,-221 ,0 ,-1 ,8 ,0 ,8 ,
4802 ,231 ,-221 ,0 ,0 ,8 ,0 ,8 ,
4803 ,252 ,-221 ,0 ,0 ,8 ,0 ,8 ,
4804 ,272 ,-221 ,0 ,0 ,8 ,0 ,8 ,
4805 ,292 ,-221 ,0 ,0 ,8 ,0 ,8 ,
4806 ,312 ,-221 ,0 ,0 ,8 ,0 ,8 ,
4807 ,333 ,-221 ,0 ,0 ,8 ,0 ,8 ,
4808 ,353 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4809 ,373 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4810 ,393 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4811 ,414 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4812 ,434 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4813 ,454 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4814 ,474 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4815 ,495 ,-221 ,0 ,-1 ,8 ,0 ,8 ,
4816 ,515 ,-221 ,0 ,-1 ,8 ,0 ,8 ,
4817 ,535 ,-221 ,0 ,-1 ,8 ,0 ,8 ,
4818 ,555 ,-221 ,0 ,-1 ,8 ,0 ,8 ,
4819 ,575 ,-221 ,0 ,-1 ,8 ,0 ,8 ,
4820 ,596 ,-221 ,0 ,0 ,8 ,0 ,8 ,
4821 ,616 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4822 ,636 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4823 ,656 ,-221 ,0 ,0 ,8 ,0 ,8 ,
4824 ,677 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4825 ,697 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4826 ,717 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4827 ,737 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4828 ,758 ,-221 ,0 ,1 ,7 ,0 ,7 ,
4829 ,778 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4830 ,798 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4831 ,818 ,-221 ,0 ,0 ,7 ,0 ,7 ,
4832 ,839 ,-221 ,0 ,0 ,6 ,0 ,6 ,
4833 ,859 ,-221 ,0 ,0 ,6 ,0 ,6 ,
4834 ,879 ,-221 ,0 ,0 ,6 ,0 ,6 ,
4835 ,899 ,-221 ,0 ,1 ,7 ,0 ,7 ,
4836 ,920 ,-221 ,0 ,1 ,7 ,0 ,7 ,
4837 ,940 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4838 ,960 ,-221 ,0 ,1 ,7 ,0 ,8 ,
4839 ,980 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4840 ,1001 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4841 ,1021 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4842 ,1041 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4843 ,1061 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4844 ,1081 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4845 ,1102 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4846 ,1122 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4847 ,1142 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4848 ,1162 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4849 ,1183 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4850 ,1203 ,-221 ,0 ,1 ,8 ,0 ,8 ,
4851 ,1223 ,-221 ,0 ,1 ,7 ,0 ,8 ,
4852 ,1243 ,-221 ,0 ,2 ,7 ,1 ,8 ,
4853 ,1264 ,-221 ,0 ,1 ,8 ,1 ,8 ,
4854 ,1284 ,-221 ,0 ,0 ,9 ,2 ,9 ,
4855 ,1304 ,-221 ,0 ,0 ,10 ,1 ,10 ,
4856 ,1324 ,-221 ,0 ,0 ,11 ,1 ,11 ,
4857 ,1345 ,-221 ,0 ,0 ,12 ,1 ,12 ,
4858 ,1365 ,-221 ,0 ,0 ,12 ,1 ,13 ,
4859 ,1385 ,-221 ,0 ,0 ,13 ,1 ,13 ,
4860 ,1405 ,-221 ,0 ,0 ,13 ,1 ,13 ,
4861 ,-214 ,-201 ,0 ,0 ,14 ,1 ,14 ,
4862 ,-194 ,-201 ,0 ,0 ,14 ,1 ,14 ,
4863 ,-173 ,-201 ,0 ,0 ,14 ,1 ,14 ,
4864 ,-153 ,-201 ,0 ,0 ,14 ,1 ,14 ,
4865 ,-133 ,-201 ,0 ,0 ,14 ,1 ,14 ,
4866 ,-113 ,-201 ,0 ,-1 ,13 ,1 ,13 ,
4867 ,-92 ,-201 ,0 ,-1 ,12 ,1 ,12 ,
4868 ,-72 ,-201 ,0 ,-1 ,12 ,1 ,12 ,
4869 ,-52 ,-201 ,0 ,-1 ,11 ,1 ,11 ,
4870 ,-32 ,-201 ,0 ,-1 ,9 ,1 ,9 ,
4871 ,-11 ,-201 ,0 ,-1 ,7 ,1 ,8 ,
4872 ,9 ,-201 ,0 ,-1 ,6 ,0 ,6 ,
4873 ,29 ,-201 ,0 ,-1 ,6 ,0 ,6 ,
4874 ,49 ,-201 ,0 ,-1 ,6 ,0 ,6 ,
