Length Units,meter,,,,,,,
Node,X(m),Y(m),Z(m),VX(m/s),VY(m/s),VZ(m/s),(1) 속도 크기 - m/s,
1,-213.84827,-1401.7566,480,-0.0286969,9.9475212,0.012494746,9.9475698,
2,-193.60878,-1401.7566,480,-0.013497944,9.9837351,0.004511705,9.9837456,
3,-173.36929,-1401.7566,480,-0.013786294,9.9866724,0.006473014,9.9866838,
4,-153.12982,-1401.7566,480,-0.022340711,9.9853544,0.023550581,9.9854069,
5,-132.89034,-1401.7566,480,-0.023781901,9.9838734,0.025850318,9.9839354,
6,-112.65086,-1401.7566,480,-0.024127198,9.9857349,0.024495777,9.9857941,
7,-92.411377,-1401.7566,480,-0.024808723,9.9943733,0.016775733,9.9944181,
8,-72.17189,-1401.7566,480,-0.016345888,9.9859438,0.011279074,9.9859638,
9,-51.932404,-1401.7566,480,-0.024035243,9.9918327,0.010584424,9.991868,
10,-31.692932,-1401.7566,480,-0.024012275,9.9918394,0.01057431,9.9918737,
11,-11.453445,-1401.7566,480,-0.019904058,10.000072,0.01052041,10.000098,
12,8.7860413,-1401.7566,480,-0.019917322,10.000072,0.010527421,10.000098,
13,29.025513,-1401.7566,480,-0.01588352,9.9980984,0.013384274,9.9981194,
14,49.264999,-1401.7566,480,-0.015828431,9.9980717,0.013421438,9.9980936,
15,69.504471,-1401.7566,480,-0.015826169,9.9980717,0.013419522,9.9980936,
16,89.743973,-1401.7566,480,-0.005615417,9.9980602,0.020211006,9.9980822,
17,109.98344,-1401.7566,480,-0.005615156,9.9980602,0.020210065,9.9980822,
18,130.22292,-1401.7566,480,-0.00561485,9.9980602,0.020208964,9.9980822,
19,150.46242,-1401.7566,480,0.008198574,9.9680958,0.029550532,9.9681425,
20,170.70189,-1401.7566,480,0.013664072,9.9997301,0.016855303,9.999754,
21,190.94136,-1401.7566,480,0.013673705,9.9997292,0.016867187,9.999753,
22,211.18086,-1401.7566,480,0.014284782,9.9997177,0.018589562,9.9997454,
23,231.42033,-1401.7566,480,0.025267962,10.009682,0.038328651,10.009788,
24,251.65981,-1401.7566,480,0.038595166,9.9865398,0.034786157,9.9866753,
25,271.89929,-1401.7566,480,0.047809672,9.9782753,0.044134028,9.978488,
26,292.13879,-1401.7566,480,0.047797624,9.978282,0.044122908,9.9784937,
27,312.37823,-1401.7566,480,0.045166917,9.9803143,0.040516604,9.9804983,
28,332.61774,-1401.7566,480,0.033098161,9.9896536,0.02395701,9.9897375,
29,352.85724,-1401.7566,480,0.018615374,9.991827,0.01185427,9.9918509,
30,373.09668,-1401.7566,480,0.018368997,9.9942322,0.01764225,9.9942646,
31,393.33618,-1401.7566,480,0.018302964,9.9949799,0.019463766,9.9950151,
32,413.57568,-1401.7566,480,0.018307803,9.9949789,0.019468911,9.9950151,
33,433.81512,-1401.7566,480,0.017203745,9.9929609,0.013202652,9.9929848,
34,454.05463,-1401.7566,480,0.014670864,9.9887028,0.01618408,9.9887266,
35,474.29413,-1401.7566,480,0.01340189,9.9916945,0.014902859,9.9917145,
36,494.53357,-1401.7566,480,0.007538862,10.005388,0.008975548,10.005395,
37,514.77307,-1401.7566,480,0.007535938,10.005386,0.008972067,10.005393,
38,535.01257,-1401.7566,480,0.006500764,10.018204,0.028838184,10.018248,
39,555.25201,-1401.7566,480,0.004388174,9.9804535,0.00970068,9.9804592,
40,575.49152,-1401.7566,480,0.002438551,9.9840765,0.01297267,9.9840851,
41,595.73102,-1401.7566,480,-0.002616537,10.000856,0.033363704,10.000913,
42,615.97046,-1401.7566,480,0.000954567,9.9977283,0.035977967,9.9977932,
43,636.20996,-1401.7566,480,0.001901139,9.9949322,0.021987125,9.994956,
44,656.44946,-1401.7566,480,0.001902488,9.9949284,0.022002729,9.9949522,
45,676.6889,-1401.7566,480,0.008869026,9.9997082,0.031414203,9.9997616,
46,696.92841,-1401.7566,480,0.014155948,9.9865055,0.062543623,9.9867115,
47,717.16791,-1401.7566,480,0.013250155,9.9904404,0.055797014,9.9906054,
48,737.40735,-1401.7566,480,0.009060446,10.008768,0.024478177,10.008802,
49,757.64685,-1401.7566,480,0.011804696,10.007278,0.020956328,10.007307,
50,777.88635,-1401.7566,480,0.01180977,10.007281,0.020965336,10.00731,
51,798.12579,-1401.7566,480,0.01181342,10.007284,0.020971814,10.007313,
52,818.36523,-1401.7566,480,0.013203106,10.004756,0.01121316,10.00477,
53,838.60474,-1401.7566,480,0.013199758,10.004755,0.011210316,10.00477,
54,858.84424,-1401.7566,480,0.013408497,10.003257,0.014222463,10.003276,
55,879.08374,-1401.7566,480,0.013850893,10.000126,0.020527624,10.000156,
56,899.32324,-1401.7566,480,0.013845186,10.000126,0.020519165,10.000156,
57,919.56274,-1401.7566,480,0.013837755,10.000125,0.020508153,10.000155,
58,939.80212,-1401.7566,480,0.016259555,10.006128,0.020229137,10.006163,
59,960.04163,-1401.7566,480,0.017209999,9.9896851,0.041169077,9.9897852,
60,980.28113,-1401.7566,480,0.01762234,9.9826603,0.050123569,9.9828014,
61,1000.5206,-1401.7566,480,0.01315348,9.9905701,0.028403852,9.9906197,
62,1020.7601,-1401.7566,480,0.014558203,10.005547,0.01325791,10.005566,
63,1040.9996,-1401.7566,480,0.014564164,10.005548,0.013263339,10.005568,
64,1061.239,-1401.7566,480,0.015099608,9.9863729,0.018711915,9.9864025,
65,1081.4785,-1401.7566,480,0.015677636,9.9869881,0.020627866,9.9870214,
66,1101.718,-1401.7566,480,0.015674559,9.9869957,0.020629806,9.9870291,
67,1121.9575,-1401.7566,480,0.012754216,9.982048,0.01670414,9.98207,
68,1142.197,-1401.7566,480,0.010205121,10.000236,0.014233657,10.000252,
69,1162.4365,-1401.7566,480,0.010192781,10.000236,0.014216445,10.000251,
70,1182.6759,-1401.7566,480,0.010200358,10.000236,0.014227015,10.000252,
71,1202.9154,-1401.7566,480,0.01021814,10.000236,0.014251816,10.000252,
72,1223.1549,-1401.7566,480,0.016061015,9.9852161,0.017275749,9.9852438,
73,1243.3944,-1401.7566,480,0.016808575,9.9853544,0.018340696,9.9853859,
74,1263.6339,-1401.7566,480,0.024230143,9.9864407,0.028822623,9.9865112,
75,1283.8734,-1401.7566,480,0.024225896,9.9864426,0.02881757,9.9865131,
76,1304.1128,-1401.7566,480,0.010793056,9.9875164,0.025483873,9.9875546,
77,1324.3523,-1401.7566,480,0.006375079,9.987875,0.02437756,9.9879065,
