Length Units,meter,,,,,,,
Node,X(m),Y(m),Z(m),VX(m/s),VY(m/s),VZ(m/s),(1) 속도 크기 - m/s,
1,-213.84827,-1401.7566,320,-0.012912227,9.9625397,0.027818721,9.9625864,
2,-193.60878,-1401.7566,320,-0.013900426,9.9994659,0.024711015,9.999506,
3,-173.36929,-1401.7566,320,-0.021301556,9.9979458,0.024683965,9.9979992,
4,-153.12982,-1401.7566,320,-0.026707906,10.007465,0.022808235,10.007526,
5,-132.89034,-1401.7566,320,-0.025305927,10.012482,0.022301758,10.012538,
6,-112.65086,-1401.7566,320,-0.049978681,10.007134,0.036636367,10.007326,
7,-92.411377,-1401.7566,320,-0.072999962,10.002136,0.050007537,10.002527,
8,-72.17189,-1401.7566,320,-0.07577832,10.003035,0.052883707,10.003462,
9,-51.932404,-1401.7566,320,-0.096436664,10.009825,0.074392036,10.010566,
10,-31.692932,-1401.7566,320,-0.096436664,10.009825,0.074392036,10.010566,
11,-11.453445,-1401.7566,320,-0.087049738,10.008917,0.06907846,10.009533,
12,8.7860413,-1401.7566,320,-0.044437382,10.004791,0.044957262,10.004991,
13,29.025513,-1401.7566,320,-0.044437382,10.004791,0.044957262,10.004991,
14,49.264999,-1401.7566,320,-0.081435636,9.9910336,0.10386983,9.9919052,
15,69.504471,-1401.7566,320,-0.12449998,9.9750175,0.17244145,9.9772854,
16,89.743973,-1401.7566,320,-0.12249353,9.9750023,0.17027445,9.9772072,
17,109.98344,-1401.7566,320,-0.018731339,9.9741802,0.058210552,9.9743671,
18,130.22292,-1401.7566,320,-0.01406719,9.9892511,0.073502392,9.9895315,
19,150.46242,-1401.7566,320,-0.011806989,9.9965553,0.080912665,9.9968901,
20,170.70189,-1401.7566,320,-0.011806989,9.9965544,0.080912665,9.9968882,
21,190.94136,-1401.7566,320,0.01664798,10.006459,0.098047122,10.006953,
22,211.18086,-1401.7566,320,0.02928116,10.00592,0.1275298,10.006776,
23,231.42033,-1401.7566,320,0.030354578,10.005875,0.13003489,10.006765,
24,251.65981,-1401.7566,320,0.030354578,10.005875,0.13003489,10.006765,
25,271.89929,-1401.7566,320,0.041274492,10.011309,0.11099777,10.012009,
26,292.13879,-1401.7566,320,0.042865228,10.012101,0.10822458,10.012778,
27,312.37823,-1401.7566,320,0.063453436,10.008943,0.16121812,10.010442,
28,332.61774,-1401.7566,320,0.0679162,10.00513,0.17334889,10.006863,
29,352.85724,-1401.7566,320,0.058154047,10.002583,0.16620213,10.004132,
30,373.09668,-1401.7566,320,0.044010874,9.9988899,0.15584809,10.000201,
31,393.33618,-1401.7566,320,0.044010874,9.9988899,0.15584809,10.000201,
32,413.57568,-1401.7566,320,0.032453686,9.9984961,0.15187615,9.9997025,
33,433.81512,-1401.7566,320,0.021974029,9.9981384,0.14827454,9.9992619,
34,454.05463,-1401.7566,320,0.020823061,9.9984465,0.1517663,9.9996204,
35,474.29413,-1401.7566,320,0.006506398,10.002278,0.19519956,10.004185,
36,494.53357,-1401.7566,320,0.002617809,10.003319,0.20699659,10.005461,
37,514.77307,-1401.7566,320,0.002617809,10.003318,0.20699659,10.00546,
38,535.01257,-1401.7566,320,-0.00683532,10.005781,0.13063814,10.006636,
39,555.25201,-1401.7566,320,-0.01194858,10.007113,0.089335345,10.007519,
40,575.49152,-1401.7566,320,-0.061098818,10.007538,0.219055,10.010121,
41,595.73102,-1401.7566,320,-0.081624433,10.007715,0.27321774,10.011777,
42,615.97046,-1401.7566,320,-0.081630364,10.007715,0.27323759,10.011778,
43,636.20996,-1401.7566,320,-0.078235954,10.019125,0.22254176,10.021901,
44,656.44946,-1401.7566,320,-0.083874732,10.032151,0.17800459,10.034081,
45,676.6889,-1401.7566,320,-0.065806471,10.02504,0.1626676,10.026575,
46,696.92841,-1401.7566,320,-0.046187844,10.032184,0.18857585,10.034062,
47,717.16791,-1401.7566,320,-0.011387959,10.032229,0.22226515,10.034698,
48,737.40735,-1401.7566,320,-0.005537896,10.030936,0.21888514,10.033326,
49,757.64685,-1401.7566,320,0.029466536,10.028544,0.16361286,10.029922,
50,777.88635,-1401.7566,320,0.029466536,10.028544,0.16361286,10.029922,
