Length Units,meter,,,,,,,
Node,X(m),Y(m),Z(m),VX(m/s),VY(m/s),VZ(m/s),(1) 속도 크기 - m/s,
1,-213.84827,-1401.7566,360,-0.01840356,9.9530115,0.023982652,9.9530573,
2,-193.60878,-1401.7566,360,-0.013982898,9.9958735,0.020473734,9.9959049,
3,-173.36929,-1401.7566,360,-0.021897878,9.9933167,0.01951004,9.9933596,
4,-153.12982,-1401.7566,360,-0.030232266,9.9954901,0.024162674,9.9955654,
5,-132.89034,-1401.7566,360,-0.026101748,10.0128,0.023078963,10.01286,
6,-112.65086,-1401.7566,360,-0.034262806,10.016049,0.031055927,10.016156,
7,-92.411377,-1401.7566,360,-0.037979905,10.014741,0.032888271,10.014867,
8,-72.17189,-1401.7566,360,-0.090814501,10.014759,0.073240392,10.015439,
9,-51.932404,-1401.7566,360,-0.12047994,10.019687,0.099653333,10.020906,
10,-31.692932,-1401.7566,360,-0.13151069,10.023768,0.11119114,10.025249,
11,-11.453445,-1401.7566,360,-0.12456556,10.022255,0.10590819,10.023588,
12,8.7860413,-1401.7566,360,-0.039594498,10.004667,0.045128815,10.004848,
13,29.025513,-1401.7566,360,-0.03755594,10.004614,0.045188412,10.004786,
14,49.264999,-1401.7566,360,-0.024358317,10.000486,0.063462861,10.000717,
15,69.504471,-1401.7566,360,-0.011802453,9.9965553,0.080881573,9.9968891,
16,89.743973,-1401.7566,360,-0.011804664,9.9965553,0.080896728,9.9968901,
17,109.98344,-1401.7566,360,-0.011806436,9.9965544,0.080908872,9.9968882,
18,130.22292,-1401.7566,360,-0.011805532,9.9965544,0.080902681,9.9968882,
19,150.46242,-1401.7566,360,-0.011804628,9.9965553,0.080896482,9.9968901,
20,170.70189,-1401.7566,360,0.006938698,10.004117,0.087587237,10.004503,
21,190.94136,-1401.7566,360,0.01311421,10.006608,0.089784637,10.00702,
22,211.18086,-1401.7566,360,0.018260369,10.006387,0.10177884,10.006921,
23,231.42033,-1401.7566,360,0.03032908,10.005869,0.12992567,10.006759,
24,251.65981,-1401.7566,360,0.025182292,10.013368,0.074070849,10.013673,
25,271.89929,-1401.7566,360,0.032461308,10.031225,0.07446976,10.031554,
26,292.13879,-1401.7566,360,0.033903074,10.038204,0.080066696,10.038581,
27,312.37823,-1401.7566,360,0.035911839,10.036251,0.085575804,10.03668,
28,332.61774,-1401.7566,360,0.051504605,10.021089,0.12833951,10.022043,
29,352.85724,-1401.7566,360,0.053981937,10.018679,0.13513368,10.019735,
30,373.09668,-1401.7566,360,0.039451532,10.015344,0.12537673,10.016206,
31,393.33618,-1401.7566,360,0.029765453,10.029672,0.11906029,10.030422,
32,413.57568,-1401.7566,360,0.024093641,10.041927,0.10441323,10.042499,
33,433.81512,-1401.7566,360,0.021708921,10.047075,0.098252818,10.047579,
34,454.05463,-1401.7566,360,0.021708909,10.047076,0.098252766,10.04758,
35,474.29413,-1401.7566,360,0.019627454,10.042305,0.11011851,10.042928,
36,494.53357,-1401.7566,360,0.00334923,10.037736,0.10001196,10.038235,
37,514.77307,-1401.7566,360,0.003481115,10.048017,0.072743632,10.048281,
38,535.01257,-1401.7566,360,0.003479837,10.047998,0.072716936,10.048263,
39,555.25201,-1401.7566,360,-0.01180219,10.033317,0.12248988,10.034071,
40,575.49152,-1401.7566,360,-0.032355323,10.016492,0.18405046,10.018235,
41,595.73102,-1401.7566,360,-0.03850133,10.01539,0.19513482,10.017365,
42,615.97046,-1401.7566,360,-0.022959564,10.014212,0.14869207,10.015342,
43,636.20996,-1401.7566,360,-0.013946471,10.009536,0.10322563,10.010077,
44,656.44946,-1401.7566,360,-0.013951591,10.009539,0.10326353,10.010081,
45,676.6889,-1401.7566,360,-0.016598666,10.012871,0.10482737,10.013433,
46,696.92841,-1401.7566,360,-0.006302245,10.010122,0.12332496,10.010883,
47,717.16791,-1401.7566,360,-0.00633829,10.010338,0.1242633,10.011111,
48,737.40735,-1401.7566,360,0.018948868,10.02195,0.20782474,10.024122,
49,757.64685,-1401.7566,360,0.028219538,10.018547,0.20363727,10.020656,
50,777.88635,-1401.7566,360,0.032528311,10.03044,0.226496,10.033051,
51,798.12579,-1401.7566,360,0.036464535,10.036008,0.28506309,10.040121,
52,818.36523,-1401.7566,360,0.036464535,10.036009,0.28506309,10.040123,
53,838.60474,-1401.7566,360,0.034198344,10.032639,0.23055413,10.035346,
54,858.84424,-1401.7566,360,0.029507656,10.025659,0.11755687,10.026391,
55,879.08374,-1401.7566,360,0.029514801,10.025664,0.11758534,10.026397,
56,899.32324,-1401.7566,360,0.040721528,10.019195,0.1112252,10.019895,
57,919.56274,-1401.7566,360,0.040382177,10.01594,0.096650444,10.016487,
58,939.80212,-1401.7566,360,0.038512602,10.013797,0.10764027,10.014449,
59,960.04163,-1401.7566,360,0.036851976,10.011894,0.11740181,10.01265,
60,980.28113,-1401.7566,360,0.037074469,10.012012,0.11643532,10.012758,
61,1000.5206,-1401.7566,360,0.038096052,10.012556,0.11199755,10.013255,
62,1020.7601,-1401.7566,360,0.038090877,10.012554,0.11198234,10.013253,
63,1040.9996,-1401.7566,360,0.032560967,10.017763,0.10007106,10.018316,
64,1061.239,-1401.7566,360,0.026479956,10.024321,0.087314814,10.024736,
65,1081.4785,-1401.7566,360,0.025223609,10.024655,0.084254012,10.025041,
66,1101.718,-1401.7566,360,0.022653339,10.019803,0.071757428,10.020085,
67,1121.9575,-1401.7566,360,0.032363378,10.033532,0.081187285,10.033913,
68,1142.197,-1401.7566,360,0.032891791,10.03294,0.082280114,10.033331,
69,1162.4365,-1401.7566,360,0.039287928,10.025355,0.095424592,10.025887,
70,1182.6759,-1401.7566,360,0.046602942,10.008266,0.1070182,10.008947,
71,1202.9154,-1401.7566,360,0.040816981,10.010376,0.093186229,10.010893,
72,1223.1549,-1401.7566,360,0.03780634,10.012899,0.084965914,10.013331,
73,1243.3944,-1401.7566,360,0.042746603,10.019114,0.091025546,10.019618,
74,1263.6339,-1401.7566,360,0.044347733,10.021128,0.09298946,10.021657,
75,1283.8734,-1401.7566,360,0.044315778,10.021112,0.092922457,10.021641,
76,1304.1128,-1401.7566,360,0.031048439,10.007473,0.064529113,10.007729,
77,1324.3523,-1401.7566,360,0.023694938,9.9999332,0.048793666,10.00008,
78,1344.5918,-1401.7566,360,0.020904375,10.001747,0.045169756,10.00187,
79,1364.8313,-1401.7566,360,0.010838621,10.008391,0.032221124,10.008449,
80,1385.0708,-1401.7566,360,0.010802954,10.008278,0.032301053,10.008336,
81,1405.3103,-1401.7566,360,0.01318949,9.9670315,0.042723607,9.9671316,
82,-213.84827,-1381.7499,360,-0.04539546,9.8757029,0.076477297,9.8761034,
83,-193.60878,-1381.7499,360,-0.04259228,9.9941959,0.069472365,9.9945278,
84,-173.36929,-1381.7499,360,-0.069277309,9.9872532,0.068213053,9.9877262,
85,-153.12982,-1381.7499,360,-0.077286541,10.006614,0.06396167,10.007116,
86,-132.89034,-1381.7499,360,-0.080217555,10.039048,0.071110383,10.03962,
87,-112.65086,-1381.7499,360,-0.10087663,10.0474,0.091286249,10.048321,
88,-92.411377,-1381.7499,360,-0.10979994,10.045794,0.096682131,10.04686,
89,-72.17189,-1381.7499,360,-0.16669121,10.046819,0.14090008,10.04919,
90,-51.932404,-1381.7499,360,-0.24776883,10.05384,0.20816645,10.059046,
91,-31.692932,-1381.7499,360,-0.31831998,10.058557,0.26464963,10.067071,
92,-11.453445,-1381.7499,360,-0.24189001,10.039668,0.22427173,10.045086,
93,8.7860413,-1381.7499,360,-0.13846748,10.018612,0.1517389,10.020718,
94,29.025513,-1381.7499,360,-0.11276823,10.013857,0.13568605,10.015411,
95,49.264999,-1381.7499,360,-0.089123063,10.006457,0.16845918,10.008272,
96,69.504471,-1381.7499,360,-0.058317769,9.9968166,0.21116878,9.999217,
97,89.743973,-1381.7499,360,-0.03544287,9.9896574,0.24288809,9.9926729,
98,109.98344,-1381.7499,360,-0.047751304,9.9873056,0.25289464,9.9906216,
99,130.22292,-1381.7499,360,-0.035444476,9.9896564,0.24289909,9.992672,
100,150.46242,-1381.7499,360,-0.033409439,9.9904785,0.24362527,9.9935045,
101,170.70189,-1381.7499,360,0.003221467,10.005257,0.25669894,10.00855,
102,190.94136,-1381.7499,360,0.040445186,10.016791,0.27668804,10.020693,
103,211.18086,-1381.7499,360,0.064032383,10.02686,0.27842414,10.03093,
104,231.42033,-1381.7499,360,0.079686455,10.034199,0.26663041,10.038056,
105,251.65981,-1381.7499,360,0.081540428,10.046102,0.2243485,10.048937,
106,271.89929,-1381.7499,360,0.090536982,10.04666,0.22067694,10.049492,
107,292.13879,-1381.7499,360,0.10246452,10.112686,0.24252045,10.116113,
108,312.37823,-1381.7499,360,0.10177673,10.114689,0.2403595,10.118056,
109,332.61774,-1381.7499,360,0.11872726,10.098207,0.28684694,10.102978,
110,352.85724,-1381.7499,360,0.11283626,10.094595,0.28731424,10.099314,
111,373.09668,-1381.7499,360,0.09679734,10.099015,0.29399127,10.103758,
112,393.33618,-1381.7499,360,0.082931176,10.110281,0.31186554,10.11543,
113,413.57568,-1381.7499,360,0.071865417,10.126867,0.31225067,10.131935,
114,433.81512,-1381.7499,360,0.065195315,10.137218,0.29916903,10.14184,
115,454.05463,-1381.7499,360,0.063019633,10.136394,0.30723354,10.141245,
116,474.29413,-1381.7499,360,0.046422508,10.123879,0.29096213,10.128166,
117,494.53357,-1381.7499,360,0.022955414,10.122839,0.26085085,10.126225,
118,514.77307,-1381.7499,360,0.010261145,10.134301,0.24802428,10.137341,
119,535.01257,-1381.7499,360,0.010451241,10.144157,0.2183959,10.146514,
120,555.25201,-1381.7499,360,-0.005026327,10.129289,0.26880676,10.132855,
121,575.49152,-1381.7499,360,-0.041489657,10.105135,0.36743122,10.111898,
122,595.73102,-1381.7499,360,-0.082411766,10.070057,0.43798009,10.079914,
123,615.97046,-1381.7499,360,-0.079597414,10.046619,0.41347966,10.055439,
124,636.20996,-1381.7499,360,-0.067925945,10.028983,0.37281319,10.03614,
125,656.44946,-1381.7499,360,-0.04747346,10.035673,0.3133209,10.040675,
126,676.6889,-1381.7499,360,-0.04648548,10.040771,0.32794493,10.046233,
127,696.92841,-1381.7499,360,-0.035300281,10.038697,0.36625931,10.045439,
128,717.16791,-1381.7499,360,-0.02274319,10.065298,0.52427638,10.078969,
129,737.40735,-1381.7499,360,0.012934176,10.07527,0.61303198,10.093911,
130,757.64685,-1381.7499,360,0.05496357,10.065013,0.61043733,10.083657,
131,777.88635,-1381.7499,360,0.090941548,10.082064,0.57890695,10.09908,
132,798.12579,-1381.7499,360,0.10098486,10.103206,0.63807422,10.123838,
133,818.36523,-1381.7499,360,0.1294847,10.120523,0.7129643,10.146432,
134,838.60474,-1381.7499,360,0.1201246,10.099613,0.58481431,10.117244,
135,858.84424,-1381.7499,360,0.11450988,10.084291,0.45723206,10.095301,
136,879.08374,-1381.7499,360,0.12986901,10.0736,0.40443963,10.082552,
137,899.32324,-1381.7499,360,0.14728683,10.058095,0.3835848,10.066484,
138,919.56274,-1381.7499,360,0.11498921,10.048502,0.30313134,10.053731,
139,939.80212,-1381.7499,360,0.10798064,10.042505,0.3154774,10.048039,
140,960.04163,-1381.7499,360,0.10260571,10.039508,0.33037722,10.045466,
141,980.28113,-1381.7499,360,0.096463636,10.047497,0.34145683,10.053761,
142,1000.5206,-1381.7499,360,0.11391082,10.063191,0.38134333,10.071058,
143,1020.7601,-1381.7499,360,0.10017692,10.065221,0.3317208,10.071184,
144,1040.9996,-1381.7499,360,0.083435863,10.06679,0.26957452,10.070744,
145,1061.239,-1381.7499,360,0.07578712,10.073986,0.25309366,10.07745,
146,1081.4785,-1381.7499,360,0.075448647,10.07349,0.2515918,10.076914,
147,1101.718,-1381.7499,360,0.060279638,10.0448,0.17774583,10.046553,
148,1121.9575,-1381.7499,360,0.073796034,10.06368,0.18894148,10.065723,
149,1142.197,-1381.7499,360,0.097197257,10.100708,0.24383061,10.104118,
150,1162.4365,-1381.7499,360,0.10490125,10.091579,0.25966418,10.095465,
151,1182.6759,-1381.7499,360,0.11365668,10.068666,0.27253562,10.072995,
152,1202.9154,-1381.7499,360,0.12076163,10.040588,0.27864048,10.045179,
153,1223.1549,-1381.7499,360,0.11388464,10.044282,0.26739109,10.048486,
154,1243.3944,-1381.7499,360,0.11119012,10.05917,0.25334939,10.062974,
155,1263.6339,-1381.7499,360,0.11016908,10.072424,0.24204102,10.075934,
156,1283.8734,-1381.7499,360,0.10608066,10.071588,0.22100794,10.074571,
157,1304.1128,-1381.7499,360,0.093126096,10.050094,0.19313961,10.052381,
158,1324.3523,-1381.7499,360,0.078314357,10.021737,0.16124555,10.02334,
159,1344.5918,-1381.7499,360,0.049938601,10.004912,0.12427624,10.005809,
160,1364.8313,-1381.7499,360,0.034244332,10.02104,0.10091143,10.021606,
161,1385.0708,-1381.7499,360,0.030312736,10.019898,0.097924255,10.020423,
162,1405.3103,-1381.7499,360,0.035850219,9.9060268,0.13834384,9.9070578,
163,-213.84827,-1361.743,360,-0.07202509,9.8120546,0.12133112,9.8130693,
164,-193.60878,-1361.743,360,-0.072923169,9.9976044,0.11712179,9.9985561,
165,-173.36929,-1361.743,360,-0.089604281,10.013039,0.10608674,10.014001,
166,-153.12982,-1361.743,360,-0.11028842,10.029143,0.094368681,10.030193,
167,-132.89034,-1361.743,360,-0.12268663,10.056943,0.1083665,10.058275,
168,-112.65086,-1361.743,360,-0.15539634,10.073936,0.13969135,10.076103,
169,-92.411377,-1361.743,360,-0.18162042,10.076849,0.16047639,10.079763,
170,-72.17189,-1361.743,360,-0.23928149,10.077625,0.2052965,10.082556,
171,-51.932404,-1361.743,360,-0.30849072,10.08314,0.26019332,10.091214,
172,-31.692932,-1361.743,360,-0.37596527,10.091206,0.31274503,10.103048,
173,-11.453445,-1361.743,360,-0.31596786,10.05291,0.29790321,10.062285,
174,8.7860413,-1361.743,360,-0.23797134,10.03229,0.25826186,10.038434,
175,29.025513,-1361.743,360,-0.19833724,10.019574,0.24133736,10.024443,
176,49.264999,-1361.743,360,-0.17197245,10.009123,0.2874831,10.014728,
177,69.504471,-1361.743,360,-0.14556465,9.9986782,0.33360362,10.005301,
178,89.743973,-1361.743,360,-0.11915682,9.9882336,0.3797242,9.9961586,
179,109.98344,-1361.743,360,-0.092749022,9.9777899,0.42584473,9.9873037,
180,130.22292,-1361.743,360,-0.059082106,9.9827595,0.40488651,9.9911413,
181,150.46242,-1361.743,360,-0.035961758,9.9883327,0.41375697,9.9969635,
182,170.70189,-1361.743,360,0.012323893,10.004457,0.41332537,10.013,
183,190.94136,-1361.743,360,0.061880283,10.026204,0.4018181,10.034444,
184,211.18086,-1361.743,360,0.10326494,10.048265,0.40151501,10.056814,
185,231.42033,-1361.743,360,0.12860155,10.063171,0.39853621,10.071881,
186,251.65981,-1361.743,360,0.14241247,10.079775,0.38682991,10.0882,
187,271.89929,-1361.743,360,0.15092999,10.071638,0.37953019,10.079917,
188,292.13879,-1361.743,360,0.16289631,10.126105,0.39835149,10.135247,
189,312.37823,-1361.743,360,0.17293561,10.181231,0.4112682,10.191001,
190,332.61774,-1361.743,360,0.18546328,10.175255,0.44498709,10.186668,
191,352.85724,-1361.743,360,0.16799638,10.175177,0.44430554,10.186258,
192,373.09668,-1361.743,360,0.15413025,10.186443,0.46217972,10.198088,
193,393.33618,-1361.743,360,0.14026409,10.197709,0.48005402,10.209966,
194,413.57568,-1361.743,360,0.12639795,10.208976,0.49792829,10.221893,
195,433.81512,-1361.743,360,0.11236346,10.223193,0.50572401,10.236311,
196,454.05463,-1361.743,360,0.092604809,10.215153,0.4949007,10.227553,
197,474.29413,-1361.743,360,0.069137655,10.214113,0.4647893,10.224916,
198,494.53357,-1361.743,360,0.045670558,10.213074,0.43467802,10.222422,
199,514.77307,-1361.743,360,0.022203397,10.212034,0.40456665,10.220069,
200,535.01257,-1361.743,360,0.017231606,10.230457,0.39363253,10.238042,
201,555.25201,-1361.743,360,-0.010462577,10.224218,0.43507341,10.233476,
202,575.49152,-1361.743,360,-0.051369429,10.189187,0.50575095,10.20186,
203,595.73102,-1361.743,360,-0.093575656,10.146255,0.54930723,10.161545,
204,615.97046,-1361.743,360,-0.10612158,10.11727,0.54833156,10.132674,
205,636.20996,-1361.743,360,-0.104848,10.106243,0.51373655,10.119835,
206,656.44946,-1361.743,360,-0.076333873,10.098365,0.48045003,10.110076,
207,676.6889,-1361.743,360,-0.064642116,10.107447,0.56037945,10.123176,
208,696.92841,-1361.743,360,-0.08945962,10.125553,0.67622435,10.148503,
209,717.16791,-1361.743,360,-0.011010952,10.154893,0.78419143,10.185133,
